Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753421586860942, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753873368996443, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753873517462883, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753873672465170, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753873696530837, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753874008158405, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753874144192394, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753874235463285, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753874362216414, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753874904444259, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753875114917534, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753875132811375, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753875211063527, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753875257366394, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753875278367648, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753875516356878, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753875602721788, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753875819127551, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753875850939527, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753876063704316, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753876147113869, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753876192217842, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753876648523517, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753876728607631, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753876939123695, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753876950513962, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753877000381508, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753877062792955, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753877108285319, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753877231593260, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753877261692903, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753877333507753, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753877467974102, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753877498576653, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753878074459978, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753878317432662, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753878337022966, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753878581498916, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753878723416682, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753878936137233, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753878965167329, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753879099436480, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753879484137705, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753879833323611, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753879846027952, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753879859408459, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753879973873534, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753880195357312, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753880260829415, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753880343333145, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753880710098559, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753880711705043, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753880746911556, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753880784190805, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753880895677576, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753881091092424, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753881379489034, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753881640361418, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753881843580252, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753881854531545, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753881862092222, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753881941484311, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753881942756200, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753882020250033, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753882114661327, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753882165553238, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753882193537579, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753882211995919, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753882863452433, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753883117402158, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753883305049505, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753883466466757, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753883774363237, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753883786141814, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753883864116822, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753883963410523, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753884409280642, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753884480992827, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753884606058974, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753884814373162, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753884832829579, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753885112345414, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753885170309549, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753885376164832, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753885388847134, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753885601069443, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753885642882944, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753885727650775, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753885820687359, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753886035070507, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753886110455526, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753886280341082, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753886549460752, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753886758549472, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753886785060975, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753886822718611, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753886832529823, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753886932214955, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753886956017748, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753886958553767, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753886967629613, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753887155481382, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753887652445854, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753887917371825, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753888273076297, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753888351434838, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753888607116652, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753888792095431, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753888825310851, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753888827383433, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753888985237506, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753889115957747, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753889691785679, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753889727980106, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753889769338425, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753889968137691, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753889997285706, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753890029335939, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753890492040053, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753890516865981, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753890538854220, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753890559623554, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753890841421091, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753890920320698, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753890929670369, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753890979049461, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753891157437293, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753891499506408, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Luca Ziegler, ts=10753891662568307, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753891700040095, cell_y1=10854, cell_y2=12212, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753891702681714, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753891708030607, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=21320, cell_x2=22960, playerName=Erik Engelhardt, ts=10753891820598650, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=32800, cell_x2=34440, playerName=Luca Ziegler, ts=10753891844179424, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753892073526357, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753892117425450, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=34440, cell_x2=36080, playerName=Dennis Dotterweich, ts=10753892441438757, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753892717341841, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753893236402604, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Leo Langhans, ts=10753893241102441, cell_y1=-1368, cell_y2=-10, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753893428090972, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753893561194420, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=29520, cell_x2=31160, playerName=Sandro Schneider, ts=10753893691356965, cell_y1=-4084, cell_y2=-2726, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753893720074678, cell_y1=8138, cell_y2=9496, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753893750922467, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=31160, cell_x2=32800, playerName=Niklas Waelzlein, ts=10753893876258465, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Erik Engelhardt, ts=10753894550741744, cell_y1=-5442, cell_y2=-4084, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Dennis Dotterweich, ts=10753894560111127, cell_y1=-8158, cell_y2=-6800, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Heinze, ts=10753894724303054, cell_y1=-10, cell_y2=1348, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753894824262653, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753894849901673, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Ben Mueller, ts=10753894946323492, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753895383010261, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=16400, cell_x2=18040, playerName=Philipp Harlass, ts=10753895391596405, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=36080, cell_x2=37720, playerName=Kevin Baer, ts=10753895434825428, cell_y1=5422, cell_y2=6780, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Roman Hartleb, ts=10753895560300312, cell_y1=-9516, cell_y2=-8158, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=11480, cell_x2=13120, playerName=Vale Reitstetter, ts=10753895572387429, cell_y1=6780, cell_y2=8138, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=24600, cell_x2=26240, playerName=Leon Krapf, ts=10753895644883038, cell_y1=27150, cell_y2=28508, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Wili Sommer, ts=10753895765413486, cell_y1=-13590, cell_y2=-12232, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=22960, cell_x2=24600, playerName=Christopher Lee, ts=10753895923028206, cell_y1=12212, cell_y2=13570, timeInGame=0.0, resolution=32X50}
Heat Event received: {cell_x1=26240, cell_x2=27880, playerName=Nick Gertje, ts=10753896038653871, cell_y1=-29886, cell_y2=-28528, timeInGame=0.0, resolution=32X50}
